date,team,name,notes
2016-11-03,Mets,• David Wright,activated from 60-day DL
2016-11-07,Rangers,• Prince Fielder,activated from 60-day DL
2017-10-04,Rangers,• Prince Fielder,activated from 60-day DL
2019-09-01,Mets,• Brandon Nimmo,activated from 60-day IL
