start,end,team,name,notes
2016-07-05,2016-11-03,Mets,• David Wright,transferred to 60-day DL with herniated disc in neck
2016-08-01,2016-11-07,Rangers,• Prince Fielder,transferred to 60-day DL with herniated discs in neck
2017-02-14,2017-10-04,Rangers,• Prince Fielder,placed on 60-day DL with herniated discs in neck
2019-08-08,2019-09-01,Mets,• Brandon Nimmo,transferred to 60-day IL with stiff neck
