key_person,key_uuid,key_mlbam,key_retro,key_bbref,key_bbref_minors,key_fangraphs,key_npb,key_sr_nfl,key_sr_nba,key_sr_nhl,key_wikidata,name_last,name_first,name_given,name_suffix,name_matrilineal,name_nick,birth_year,birth_month,birth_day,death_year,death_month,death_day,pro_played_first,pro_played_last,mlb_played_first,mlb_played_last,col_played_first,col_played_last,pro_managed_first,pro_managed_last,mlb_managed_first,mlb_managed_last,col_managed_first,col_managed_last,pro_umpired_first,pro_umpired_last,mlb_umpired_first,mlb_umpired_last
7032df11,7032df11-bc37-40d0-a218-2b8dfbf48568,656986,sousb001,sousabe01,sousa-000ben,21345,,,,,Q111530443,Sousa,Bennett,John Bennett,,,,1995,4,6,,,,2018,2023,2022,2023,2015,2018,,,,,,,,,,
703b34eb,703b34eb-314a-49b6-84eb-792d582131f5,596074,poynb001,poynebo01,poyner000bob,17987,,,,,Q50814161,Poyner,Bobby,Robert William,,,,1992,12,1,,,,2015,2021,2018,2019,2012,2015,,,,,,,,,,
703f7d8c,703f7d8c-4c55-4d56-a62f-507119c1a450,592170,bridp001,bridwpa01,bridwe001par,11502,,,,,Q17811494,Bridwell,Parker,Parker Alan,,,,1991,8,2,,,,2010,2019,2016,2018,,,,,,,,,,,,
7040e198,7040e198-01a5-44a2-a57f-0d7426227573,518586,culbc001,culbech01,culber002cha,3298,,,,,Q2960842,Culberson,Charlie,Charles Edward,,,,1989,4,10,,,,2007,2023,2012,2023,,,,,,,,,,,,
7050028e,7050028e-001e-4f81-96c9-d710f055b6e8,595963,goedt001,goeddty01,goedde000tyl,13180,,,,,Q23760763,Goeddel,Tyler,Tyler David,,,,1992,10,20,,,,2012,2019,2016,2016,,,,,,,,,,,,
7069f52c,7069f52c-2184-499d-a5c6-0d9624cc6fb4,665066,paynt001,paynety01,payne-001tyl,21139,,,,,,Payne,Tyler,Anthony Tyler,,,,1992,10,25,,,,2015,2024,2021,2021,,,,,,,,,,,,
706b7da2,706b7da2-ea13-4c25-a49f-a2fb459ac645,456030,pedrd001,pedrodu01,pedroi001dus,8370,,,,,Q558490,Pedroia,Dustin,Dustin Luis,,,,1983,8,17,,,,2004,2019,2006,2019,2002,2004,,,,,,,,,,
706fb7e4,706fb7e4-124b-468a-ba31-7803bd22fa77,676694,meyej002,meyerja02,meyers000jak,20308,,,,,Q107220364,Meyers,Jake,Jacob Berkshire,,,,1996,6,18,,,,2017,2024,2021,2024,2015,2017,,,,,,,,,,
707cdf6c,707cdf6c-378f-4ea2-a8a5-d235221cb881,660829,parkh001,parkho01,park--000hoy,18027,,,,,Q17238175,Park,Hoy,Hoy Jun,,,,1996,4,7,,,,2015,2024,2021,2022,,,,,,,,,,,,
709a21a2,709a21a2-c66b-4fd5-b068-8cc7bce3e608,543829,gordd002,gordode01,strang001dev,8203,,,,,Q2026390,Strange-Gordon,Dee,Devaris,,,,1988,4,22,,,,2008,2022,2011,2022,,,,,,,,,,,,
