Season,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,wOBA
Total,NYM,130,570,503,130,90,25,1,14,61,53,64,1,135,1,1,0,15,9,4,0.258449304,0.32968309859154926
Total,TEX,247,1063,939,256,181,44,0,31,107,142,96,15,151,18,10,0,33,0,0,0.272630457,0.3348473282442748
Total,TEX,247,1063,939,256,181,44,0,31,107,142,96,15,151,18,10,0,33,0,0,0.272630457,0.3348473282442748
Total,NYM,229,882,716,179,100,45,9,25,122,80,134,4,240,27,3,2,12,12,6,0.25,0.3700570776255708
