date,team,name,notes
2016-07-06,Mariners,• Jesus Sucre,activated from 60-day DL
2016-09-10,Dodgers,• Andre Ethier,activated from 60-day DL
2016-11-07,Cubs,• Christian Villanueva,activated from 60-day DL
2018-11-02,Mets,• Phillip Evans,activated from 60-day DL
