key_person,key_uuid,key_mlbam,key_retro,key_bbref,key_bbref_minors,key_fangraphs,key_npb,key_sr_nfl,key_sr_nba,key_sr_nhl,key_wikidata,name_last,name_first,name_given,name_suffix,name_matrilineal,name_nick,birth_year,birth_month,birth_day,death_year,death_month,death_day,pro_played_first,pro_played_last,mlb_played_first,mlb_played_last,col_played_first,col_played_last,pro_managed_first,pro_managed_last,mlb_managed_first,mlb_managed_last,col_managed_first,col_managed_last,pro_umpired_first,pro_umpired_last,mlb_umpired_first,mlb_umpired_last
c375d585,c375d585-38d8-4ebe-97f5-1899729c1785,601713,piven001,pivetni01,pivett000nic,15454,,,,,Q28924864,Pivetta,Nick,Nicholas Johncarlo,,,,1993,2,14,,,,2013,2024,2017,2024,,,,,,,,,,,,
c3d1e363,c3d1e363-8663-4748-8ee3-00e0c9d0e451,641924,nottj001,nottija01,nottin000jac,16448,,,,,Q50843338,Nottingham,Jacob,Jacob Andrew,,,,1995,4,3,,,,2013,2024,2018,2021,,,,,,,,,,,,
c3dd1c45,c3dd1c45-5d04-481e-a45c-2b75a44dce51,453646,villc001,villaca01,villan001car,4138,,,,,Q2939496,Villanueva,Carlos,Carlos Manuel,,Paulino,,1983,11,28,,,,2002,2017,2006,2016,,,,,,,,,,,,
c3fbd283,c3fbd283-1409-4d6e-be2a-fcca11765716,621020,swand001,swansda01,swanso001dan,18314,,,,,Q17403478,Swanson,Dansby,James Dansby,,,,1994,2,11,,,,2015,2024,2016,2024,2013,2015,,,,,,,,,,
c40a6e81,c40a6e81-cc11-4157-a52a-e7618748683a,681082,stotb001,stottbr01,stott-000bry,26294,,,,,,Stott,Bryson,Bryson Jeremy,,,,1997,10,6,,,,2019,2024,2022,2024,2017,2019,,,,,,,,,,
c40ca21d,c40ca21d-42d3-4320-b91c-0a6223784a6f,594857,hessk001,hesslke01,hessle001kei,12220,,,,,Q20804474,Hessler,Keith,Keith Alexander,,,,1989,3,15,,,,2011,2018,2015,2016,2009,2011,,,,,,,,,,
c411f73b,c411f73b-b754-4f4e-9085-2a169a07af03,425840,cottn001,cottsne01,cotts-001nea,1797,,,,,Q3079298,Cotts,Neal,Neal James,,,,1980,3,25,,,,2001,2017,2003,2015,1999,2001,,,,,,,,,,
c42ccda8,c42ccda8-f85d-424a-a931-e7d5dac656b5,593160,merrw001,merriwh01,merrif001whi,11281,,,,,Q17916942,Merrifield,Whit,Whitley David,,,,1989,1,24,,,,2010,2024,2016,2024,,,,,,,,,,,,
c42d4e43,c42d4e43-ffc9-44f7-95f0-ae2c3bd213d9,686539,crond001,cronide01,cronin000dec,25645,,,,,,Cronin,Declan,Declan Evans,,,,1997,9,24,,,,2019,2024,2023,2024,2016,2019,,,,,,,,,,
c43ad285,c43ad285-0cd8-4bb3-aa7b-7323fc50387e,116539,jeted001,jeterde01,jeter-001der,826,,,,,Q353511,Jeter,Derek,Derek Sanderson,,,The Captain,1974,6,26,,,,1992,2014,1995,2014,,,,,,,,,,,,
c44c31a2,c44c31a2-9faf-49f7-bdf1-eab208db0353,407908,peraj002,peraljo01,peralt001joe,2332,,,,,Q2747256,Peralta,Joel,Joel,,Gutierrez,,1976,3,23,,,,2000,2016,2005,2016,,,,,,,,,,,,
c45d1965,c45d1965-5aee-49f3-beb9-47bf611b912f,621249,unded001,underdu01,underw000dua,14677,,,,,Q29982699,Underwood,Duane,Duane Lee,,,,1994,7,20,,,,2012,2024,2018,2023,,,,,,,,,,,,
c47a4975,c47a4975-6e2e-4a3c-94d1-9c122be4b23f,676106,hance001,hancoem01,hancoc000eme,27470,,,,,,Hancock,Emerson,Emerson Christian,,,,1999,5,31,,,,2021,2024,2023,2024,2018,2020,,,,,,,,,,
c495302a,c495302a-f3d8-4ae9-944b-266cf8f8b356,456045,savej001,saverjo01,savery001joe,2835,,,,,Q3180179,Savery,Joe,Joseph Cain,,,,1985,11,4,,,,2007,2014,2011,2014,2005,2007,,,,,,,,,,
c49fb440,c49fb440-0eab-4745-a52f-3836313e788b,656657,loguz001,logueza01,logue-000zac,20231,,,,,Q111623119,Logue,Zach,Zach Michael,,,,1996,4,23,,,,2017,2024,2022,2024,2015,2017,,,,,,,,,,
c4eaf70d,c4eaf70d-14d0-43e9-8988-50bbf0a3b43c,593604,balda001,baldoal01,baldon001alb,11812,23225157,,,,Q108372343,Baldonado,Alberto,Alberto Louis,,,,1993,2,1,,,,2010,2024,2021,2021,,,,,,,,,,,,
c4f883f2,c4f883f2-9352-446d-a235-7f9fc838813e,665625,pegue001,pegueel01,peguer000elv,21652,,,,,Q108276176,Peguero,Elvis,Elvis Antonio,,Reyes,,1997,3,20,,,,2016,2024,2021,2024,,,,,,,,,,,,
c4f93094,c4f93094-6e5f-4b6c-8a1d-8bb19a622e79,447744,valdr002,valdera02,valdes001rau,1953,83385130,,,,Q3421446,Valdés,Raúl,Raúl,,González,,1977,11,27,,,,1996,2024,2010,2014,,,,,,,,,,,,
c50e2776,c50e2776-5bf4-4d21-a822-e16089687df8,605255,gravb001,gravebr01,graves000bre,16218,,,,,Q45681026,Graves,Brett,Brett Thomas,,,,1993,1,30,,,,2014,2021,2018,2018,2012,2014,,,,,,,,,,
c53cd591,c53cd591-e87e-45fe-b4b0-703eeeb39e83,457727,maybc001,maybica01,maybin001cam,5223,,,,,Q2934770,Maybin,Cameron,Cameron Keith,,,,1987,4,4,,,,2006,2021,2007,2021,,,,,,,,,,,,
