key_person,key_uuid,key_mlbam,key_retro,key_bbref,key_bbref_minors,key_fangraphs,key_npb,key_sr_nfl,key_sr_nba,key_sr_nhl,key_wikidata,name_last,name_first,name_given,name_suffix,name_matrilineal,name_nick,birth_year,birth_month,birth_day,death_year,death_month,death_day,pro_played_first,pro_played_last,mlb_played_first,mlb_played_last,col_played_first,col_played_last,pro_managed_first,pro_managed_last,mlb_managed_first,mlb_managed_last,col_managed_first,col_managed_last,pro_umpired_first,pro_umpired_last,mlb_umpired_first,mlb_umpired_last
300567ad,300567ad-3070-48af-b884-a341e0144adf,664208,matop002,matonph01,maton-000phi,18064,,,,,Q30275925,Maton,Phil,Phillip Louis,,,,1993,3,25,,,,2015,2024,2017,2024,2012,2015,,,,,,,,,,
300ae6bf,300ae6bf-106f-4065-bb00-81f6487096d1,543459,lombs002,lombast02,lombar002ste,5422,,,,,Q3498997,Lombardozzi,Steve,Stephen Anthony Paul,Jr.,,,1988,9,20,,,,2008,2022,2011,2017,,,,,,,,,,,,
301a5e0c,301a5e0c-dbe7-4bc2-abfc-b6718c46cff1,279824,buehm001,buehrma01,buehrl001mar,225,,,,,Q1399708,Buehrle,Mark,Mark Alan,,,,1979,3,23,,,,1999,2015,2000,2015,1998,1999,,,,,,,,,,
3037a53e,3037a53e-c7f2-4840-b85e-113bd888ef6f,542888,armss001,armstsh01,armstr001sha,12857,,,,,Q20804473,Armstrong,Shawn,Shawn Michael,,,,1990,9,11,,,,2011,2024,2015,2024,2009,2011,,,,,,,,,,
304bc49b,304bc49b-a30d-4058-81c1-640c037d4dbd,641149,parsw001,parsowe01,parson000wes,14764,,,,,Q55238216,Parsons,Wes,Arthur Wesley,,,,1992,9,6,,,,2013,2024,2018,2024,,,,,,,,,,,,
304ffd3b,304ffd3b-108a-4f03-b26a-a3562e8fbd64,671345,folej001,foleyja01,foley-000jas,19531,,,,,,Foley,Jason,Jason Joseph,,,,1995,11,1,,,,2016,2024,2021,2024,2014,2016,,,,,,,,,,
306d64e4,306d64e4-4e91-4fb7-bb8d-6ea4a780a235,591712,herno002,hernaos01,hernan002osc,13490,,,,,Q20657000,Hernández,Óscar,Óscar Eduardo,,Rios,,1993,7,9,,,,2010,2023,2015,2020,,,,,,,,,,,,
30728ed9,30728ed9-f8c4-44c0-98ee-580ebea67589,608718,suteb001,suterbr01,suter-000bre,13942,,,,,Q26436327,Suter,Brent,Brent Michael,,,,1989,8,29,,,,2012,2024,2016,2024,2009,2012,,,,,,,,,,
3076ed98,3076ed98-c99f-4b98-a600-19e9d7f47122,453264,veald001,vealdo01,veal--001don,4741,,,,,Q3036810,Veal,Donnie,Donald Tyrone,,,,1984,9,18,,,,2005,2015,2009,2015,2005,2005,,,,,,,,,,
30a603cb,30a603cb-28c1-4eb0-a6aa-42d5d46c793a,670167,schrj001,schrejo01,schrei002joh,20020,,,,,Q66363077,Schreiber,John,John Robert,,,,1994,3,5,,,,2016,2024,2019,2024,,,,,,,,,,,,
30b0219b,30b0219b-c4e8-4c14-98a3-21af6cfeda72,681806,wanta001,wantzan01,wantz-000and,24933,,,,,Q107407185,Wantz,Andrew,Andrew Hunter,,,,1995,10,13,,,,2018,2024,2021,2024,2015,2018,,,,,,,,,,
30b98af7,30b98af7-b657-44cd-a896-eb8b931b6197,543089,davit004,davista01,davis-001tay,12782,,,,,Q39075269,Davis,Taylor,Taylor Matthew,,,,1989,11,28,,,,2011,2022,2017,2021,2009,2011,,,,,,,,,,
30e5387c,30e5387c-0f76-4bd6-958d-632c84ba8d37,622668,casti001,castiiv01,castil000---,15971,,,,,,Castillo,Ivan,Ivan Enrique,,Artiles,,1995,5,30,,,,2012,2024,2021,2021,,,,,,,,,,,,
310a1f36,310a1f36-7206-451e-a7dd-ff81ceb5eb7b,592325,gameb001,gamelbe01,gamel-001ben,12160,,,,,Q24049011,Gamel,Ben,Benjamin Joseph,,,,1992,5,17,,,,2010,2024,2016,2024,,,,,,,,,,,,
