key_person,key_uuid,key_mlbam,key_retro,key_bbref,key_bbref_minors,key_fangraphs,key_npb,key_sr_nfl,key_sr_nba,key_sr_nhl,key_wikidata,name_last,name_first,name_given,name_suffix,name_matrilineal,name_nick,birth_year,birth_month,birth_day,death_year,death_month,death_day,pro_played_first,pro_played_last,mlb_played_first,mlb_played_last,col_played_first,col_played_last,pro_managed_first,pro_managed_last,mlb_managed_first,mlb_managed_last,col_managed_first,col_managed_last,pro_umpired_first,pro_umpired_last,mlb_umpired_first,mlb_umpired_last
9c7a27e7,9c7a27e7-a114-4bc2-80a9-18a6e8723a88,702358,lipst001,lipsctr01,lipsco000tre,31567,,,,,,Lipscomb,Trey,LaVictor Antwain,,,,2000,6,14,,,,2022,2024,2024,2024,2019,2022,,,,,,,,,,
9c895423,9c895423-2eef-4fba-a253-63e19b6069ee,542674,germg001,germego01,germen001gon,5876,83785134,,,,Q7000821,Germen,Gonzalez,Gonzalez German,,Figao,,1987,9,23,,,,2008,2023,2013,2016,,,,,,,,,,,,
9c8fdfe5,9c8fdfe5-59a5-4957-afbe-1a5e65c8dc92,622075,almoy001,almonye01,almont000yen,15068,,,,,Q30042492,Almonte,Yency,Yency,,,,1994,6,4,,,,2012,2024,2018,2024,,,,,,,,,,,,
9c9795e5,9c9795e5-fe64-4386-b6f5-5a49684185e8,676720,romet001,romerto01,romero001tom,23465,,,,,Q105781861,Romero,Tommy,Thomas John,,,,1997,7,8,,,,2017,2024,2022,2022,,,,,,,,,,,,
9c994cf8,9c994cf8-6f08-4a3f-9bea-741d6cee3be3,453211,stubd001,stubbdr01,stubbs001and,9328,,,,,Q3039419,Stubbs,Drew,Robert Andrew,,,,1984,10,4,,,,2006,2017,2009,2017,2004,2006,,,,,,,,,,
9caaf72b,9caaf72b-511c-4d31-8668-2e59b3b6a2b6,621111,buehw001,buehlwa01,buehle000wal,19374,,,,,Q18637211,Buehler,Walker,Walker Anthony,,,,1994,7,28,,,,2016,2024,2017,2024,2013,2015,,,,,,,,,,
9cde3f63,9cde3f63-fb8e-4d14-afaa-ad0c58e84449,650895,castd002,castidi01,castil000die,17496,,,,,Q50816930,Castillo,Diego,Diego,,,,1994,1,18,,,,2014,2024,2018,2024,,,,,,,,,,,,
9ce08d58,9ce08d58-853e-4882-89dd-26ae331c38d6,446641,lopew001,lopezwi01,sevill001wil,4227,,,,,Q3569222,López,Wilton,Wilton,,,,1983,7,19,,,,2004,2015,2009,2014,,,,,,,,,,,,
9ce22d04,9ce22d04-5458-4d7f-8636-4d4e685a2b56,457744,thoma003,thompaa01,thomps001aar,999,,,,,Q2820093,Thompson,Aaron,Aaron Marshall,,,,1987,2,28,,,,2005,2016,2011,2015,,,,,,,,,,,,
9cfad85e,9cfad85e-dd0b-43f5-9b1c-bc019c419750,501303,adrie001,adriaeh01,adrian001ehi,8418,,,,,Q15410346,Adrianza,Ehire,Ehire Enrique,,Palma,,1989,8,21,,,,2006,2024,2013,2024,,,,,,,,,,,,
9d0be9c2,9d0be9c2-7ba6-4a01-84d9-b048fdf4335d,649966,urial001,uriaslu01,urias-000lui,16622,,,,,Q28911587,Urías,Luis,Luis Fernando,,Figueroa,,1997,6,3,,,,2014,2024,2018,2024,,,,,,,,,,,,
9d237641,9d237641-22e0-4502-b92d-8d6c0a2cbb44,543184,friec001,friedch01,friedr001chr,7942,,,,,Q5109625,Friedrich,Christian,Christian Louis Patrick,,,,1987,7,8,,,,2008,2021,2012,2016,2006,2008,,,,,,,,,,
9d364907,9d364907-cdaf-4432-a9fb-58066db0bf1c,547942,kim-k001,kimkw01,kim---002gwa,27458,,,,,Q50607,Kim,Kwang Hyun,Kwang Hyun,,,KK,1988,7,22,,,,2007,2024,2020,2021,,,,,,,,,,,,
9d869e54,9d869e54-0852-4244-834b-5e4e216999e3,657193,alvae001,alvared01,alvare003---,16959,,,,,Q15781892,Alvarez,Eddy,Eduardo Cortes,,,,1990,1,30,,,,2014,2024,2020,2024,,,,,,,,,,,,
9d877722,9d877722-863f-460b-bcd0-3ead8e3acc65,543699,roart001,roarkta01,roark-001tan,8753,,,,,Q14926221,Roark,Tanner,Tanner Burnell,,,,1986,10,5,,,,2008,2021,2013,2021,2006,2007,,,,,,,,,,
9db127db,9db127db-94a3-4c35-a5a0-2979743650e0,547957,kim-h001,kimhy01,kim---004hye,18718,,,,,Q77840,Kim,Hyun Soo,Hyun Soo,,,,1988,1,12,,,,2006,2024,2016,2017,,,,,,,,,,,,
9dbc2d2a,9dbc2d2a-4583-4b35-be24-2f75354eb4d7,605130,barls001,barlosc01,barlow000sco,14993,,,,,Q55632723,Barlow,Scott,Scott Alen,,,,1992,12,18,,,,2011,2024,2018,2024,,,,,,,,,,,,
9dc51e67,9dc51e67-4992-4816-b7a8-d0b2ee7fe4b0,664670,lopea005,lopezal03,lopez-008ale,21127,,,,,Q107472854,López,Alejo,Jesús Alejo,,,,1996,5,5,,,,2015,2024,2021,2023,,,,,,,,,,,,
9dd8ae07,9dd8ae07-075e-4535-bb33-b29850ebfc39,488771,castj006,castrja01,castro001jas,8722,,,,,Q761402,Castro,Jason,Jason Michael,,,,1987,6,18,,,,2008,2022,2010,2022,2006,2008,,,,,,,,,,
9de72b8e,9de72b8e-f734-48d0-91f0-e704fd842710,622490,leyer001,leyerro01,leyer-000rob,14399,,,,,Q98807126,Leyer,Robinson,Robinson,,Maiel,,1993,3,13,,,,2012,2021,2020,2020,,,,,,,,,,,,
